Order_Date,Full_Date,Numeric_Date,Date_Uncertainty,Rel,Type,Size,Size_Val,Magnitude,Magnitude_Avg,Max_Intensity,Depth,Epi_X,Epi_Y,Region,Most_Damaged_Sites,Most_Damaged,MSRD_X,MSRD_Y,Tsunami,GII,Description,Historical_Reports,Ref,Evidence_Type,C_Damage,Max_Damage
202,1157 Oct 30,1157.93000000,-,High,MA,4,Strong,,NULL,NULL,NULL,NULL,NULL,C-N,Hamma,Hamma,36.75000000,35.13000000,0,0,"Violent local aftershock (AM, based upon Ibn al-Qalanisi and Abu-shama)","Contemporary: Ibn al-Qalanisi. 
Secondary: al-Suyuti",AM; SDM;,Historical,2,3
203,1157 Nov 14,1157.94000000,-,High,A,2,Moderate,,NULL,NULL,NULL,NULL,NULL,C-N,Damascus,Hamma,36.75000000,35.13000000,0,0,"Series of aftershocks following the October 30 event. The tremors were felt in Damascus and recorded by Ibn al-Qalanisi, contemporary writer who lived in Damascus at that time. Reports of these events exist in al-Suyuti accounts that probably copies references from Abu-Shama (AM)","Contemporary: Ibn al-Qalanisi. 
Secondary: al-Suyuti",AM; SDM;,Historical,1,2
204,1157 Dec 13,1157.95000000,-,High,A,2,Moderate,,NULL,NULL,NULL,NULL,NULL,C-N,Damascus,Damascus,36.29000000,33.51000000,0,0,See previous entry for details,"Contemporary: Ibn al-Qalanisi. 
Secondary: al-Suyuti",AM; SDM;,Historical,1,1
205,1157 Dec 26,1157.96000000,-,High,A,2,Moderate,,NULL,NULL,NULL,NULL,NULL,C-N,Damascus,Damascus,36.29000000,33.51000000,0,0,See previous entry for details,"Contemporary: Ibn al-Qalanisi. 
Secondary: al-Suyuti",AM; SDM;,Historical,1,2
206,1157 Dec 28,1157.97000000,-,High,A,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C-N,Damascus,Damascus,36.29000000,33.51000000,0,0,See previous entry for details,"Contemporary: Ibn al-Qalanisi. 
Secondary: al-Suyuti",AM; SDM;,Historical,1,1
207,1158 Jan (eve/night) 2,1158.00000000,-,High,C,2,Moderate,,NULL,NULL,NULL,NULL,NULL,C-N,Damascus,Damascus,36.29000000,33.51000000,0,0,See previous entry for details,"Contemporary: Ibn al-Qalanisi. 
Secondary: al-Suyuti",AM; SDM;,Historical,1,2
209,1158 Apr 24,1158.30000000,-,High,A,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C-N,Damascus,Damascus,36.29000000,33.51000000,0,0,Based on the testimony Ibn al-Qalanisi,Contemporary: Ibn al-Qalanisi.,AM; SDM;,Historical,1,1
211,1158 Aug 20 (dawn/midday),1158.50000000,-,Moderate,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C-N,Damascus,Damascus,36.29000000,33.51000000,0,0,Based on Ibn al-Qalanisi,"Contemporary: Ibn al-Qalanisi. 
Secondary: Abu Shama",AM;,Historical,1,1
214,1159 Jan 23 (dawn),1159.00000000,-,High,MA,2,Moderate,,NULL,NULL,NULL,NULL,NULL,C-N,Damascus,Damascus,36.29000000,33.51000000,0,0,Based on Ibn al-Qalanisi - the event was followed by two milder shocks,Contemporary: Ibn al-Qalanisi.,AM;,Historical,1,1
215,1159 Apr 12-13,1159.20000000,-,Moderate,C,2,Moderate,,NULL,NULL,NULL,NULL,NULL,C-N,Damascus,Damascus,36.29000000,33.51000000,0,0,Based on Ibn al-Qalanisi,Contemporary: Ibn al-Qalanisi.,AM;,Historical,1,2
216,1159 May 8,1159.30000000,-,High,C,2,Moderate,,NULL,NULL,NULL,NULL,NULL,C-N,Damascus,Damascus,36.29000000,33.51000000,0,0,Based on Ibn al-Qalanisi – Two tremors before dawn,Contemporary: Ibn al-Qalanisi.,AM;,Historical,1,1
218,1162 Aug,1162.00000000,1,Moderate,S,4,Strong,,NULL,NULL,NULL,NULL,NULL,N,Balis,Balis,36.40000000,35.79000000,0,0,"AM dates the event to 1162 with damage in Anticoh, Edessa, Bails and perhaps Nisibis while GC date the event to 1163 with affected area around Antioch",Near Contemporary: Eli. Nis. Cont. 230,AM; GC; SAL;,Historical,4,3
219,1170 Jun 29 (0345),1170.00000000,-,Very High,FM,6,Major,"7 (MIG: Migowsky et al 2004); M > 7 (Ambraseys and Barazangi 1989); 6.6 (Hough & Avni, 2010); 7.9 (TUAR: Turcotte and Arieh 1988); 7.0 ? MS ? 7.8 (Ambraseys & Jackson, 1998); 7.5 (BM: Ben-Menahem 1991); M = ~ 7.5 (MGS)",7.30000000,NULL,NULL,NULL,NULL,N,Shaizar,Shaizar,36.56000000,35.25000000,0,1,Relatively large event (HOAV; AMJA; KA; AM; GC) at northern Syria that was felt to now day Iraq. Many of the localities that were hit in Previous events were not completely repaired when the earthquake struck.,"Contemporary: Will. Tyr. RHC Oce xviii/971–973; Lat. Old Fr; Purchas vii (trans. New York 1943); ii. 370–371); Mich. Syr. xix. 6/iii. 337–339; C. 370; C. 370; iv. 696; Mich. Syr. Arm. 332; C i. 370–377; Sibt ibn al-Jauzi 8/174; Chicago edn, 174; Ibn al-Athir B. xi. 355; Abu Shama, RHC. 150, 154; Kemal ad-Din, A iii. 572, R 143/332; Ibn al-Adim, Zubdat, 2/33; Rob. Tor. 220b/246; ii. 20; Benj. Tud. 49–50/31–32, 22/17; Abu’l Faraj, ch, 339/ii. 295–297; 
Secondary: Het’um, M 59; C. a. Arm. 619; II. i. 76; Mayer (1977, 338); Richard (1972); Ibn al-Shihnah S. 67/64 Nawadir; Ajami viii. 13a/9; 29b/24; Rey (1896, 376); Berchem (1902, 420); Hagenmayer (1890, 420); Alouf (1908, 61); Annales 5689; al-Umari, f. 78v.",AM; GC; KA; SAL; SAL2; AMJA; SDM; RAP; HOAV; MGS; SMS,Historical,32,5
222,1202 May 20 (0240),1202.00000000,-,Very High,MA,6,Major,"7.5 (MIG: Migowsky et al 2004); 7.5 (Ambraseys and Melvile 1988); 7.6 (Hough & Avni, 2010); 6.8 (BM: Ben-Menahem 1991);  8.8 (BM4: Ben-Menahem 1981); M > 7 (Ellenblum et al., 1998); 7.0 ? MS ?  7.8 (Ambraseys & Jackson, 1998); M > 7.5 (MGS)",7.50000000,NULL,NULL,NULL,NULL,C-N,Baalbek,Baalbeq,36.20000000,34.00000000,1,1,"Destructive earthquake in Lebanon, ground breakage north of the Hula pull apart (EMARB; MABBEE). Wide extent, casualties and many affected localities (AM; GC). KKW correlated rock falls with this earthquake at the north of Galilee.","Contemporary: Geoffrey of Donjon, in Mayer 1972, 306–308; Philippe de Plessis, in Mayer 1972, 308–310; Sal. Ad. 23; Amadi,
91f.; Annales 6447; Rob. Aux. 264; Abu’l-Faraj 351/407; Cogg. 141–142; Gestes Chypr. RHC 59/663; Ernoul, 31; Wilb. Old. xxvii/180/Excerpta 14; Ibn al-Athir, al-Kamil 12/110; Abu’l-
Fida al-Mukht. 262–270;
Secondary: MS Barletta, Kohler 1901, 42/401; Estoire 244–245; Fabri, i. 283b/ix. 350; Het’um Chron. 480; Het’um Pat. Het. Chron. ii. 61; (Alb. Mil. 654; Will. Nang; (Choniat Bonn 701; Abd
al-Latif, r.e. 262/414; Sibt ibn al-Jauzi, Mir’at 8/331; Ibn al-Dawadari, vii. 149–150; Ibn al-Jauzi, al-Mirat, 8/311;",AM; GC; KA; SAL; SAL2; AMME; AMJA; SDM; HOAV; DAKL2; AMM; MGS; KKW,Historical,42,5
223,1212 May 01,1212.00000000,-,High,FMA,5,Strong-Major,6.7 (MIG),6.70000000,VIII-IX,NULL,NULL,NULL,S,Gulf of Aqaba,Arava (A),35.26000000,30.70000000,0,1,Moderate event affected southern Palestine at the time. The main evidence is the contemporary Arabic scholar Abu-Shama. GC and AM estimate the source to the Gulf of Aqaba region. KLA implies of the ruptured Arava fault,"Near Contemporary: Abu Shama, Dhayl, p.78; 
Secondary: Ibn Kathir, al-Bidaya, XIII, p. 62; al-Maqziri, kitab, I/1, p.175; al-Suyuti, Kashf, p.49",AM; GC; KA; SAL; KEN; AMM; KLA; KAG,Historical,6,3
225,1259 Mar 22,1259.00000000,-,Moderate,MA,4,Strong,,NULL,NULL,NULL,NULL,NULL,C-N,Damascus,Damascus,36.29000000,33.51000000,0,1,The sources but al-Maqziri amalgamates this event with that in Egypt in 1261. GII refer to 1260,TODO,GC; SAL;,Historical,1,3
229,1284,1284.00000000,1,Moderate,S,2,Moderate,,NULL,NULL,NULL,NULL,NULL,C-N,Damascus,Damascus,36.29000000,33.51000000,0,1,felt in Damascus and surrounding and causing slight damage,TODO,AM; GC; SAL; SDM; GII,Historical,1,2
230,1287 Feb 16,1287.00000000,-,High,F,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C-N,Safitha (in Syria),Safitta Castle,36.11000000,34.81000000,0,0,"The events in Feb 1287 contain three entries, all by one contemporary source (Ibn Zahir). AM imply of two foreshocks in northern Syria but SAL and GC refer to it as 3 separate events.",TODO: Ibn Abd al- Zahir…;,AM; GC; SAL; SDM;,Historical,1,2
231,1287 Mar 08,1287.20000000,-,High,F,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C-N,Homs,Homs,36.71000000,34.73000000,0,1,See the 1287 Feb 16 event for further details,TODO,AM; GC; SAL; SDM; GII,Historical,1,2
232,1287 Mar 21,1287.30000000,-,High,S,4,Strong,,NULL,NULL,NULL,NULL,NULL,C-N,Latakia,Latakia,35.77000000,35.51000000,0,1,See the 1287 Feb 16 event for further details,TODO,AM; GC; SAL; SDM; GII,Historical,1,3
233,1293 Jan 11–Feb 08,1293.00000000,1,High,S,4,Strong,6.6 (MIG: Migowsky et al 2004); Me = 5.8 (GC),6.20000000,NULL,NULL,NULL,NULL,C,Palestine,Palestine (A),35.20000000,32.39000000,0,1,"Was felt in the center-south of Palestine (Ramla, Ludd, Gaza, Qaqun, Tafilah) destroying many houses (AM, GC).",TODO,AM; GC; KA; SAL; KEN; AMM; GII,Historical,6,4
240,1339 Jan,1339.00000000,-,Moderate,S,4,Strong,,NULL,NULL,NULL,NULL,NULL,C-N,Tripoli,Tripoli,35.83000000,34.43000000,0,1,"AM following al-Suyuti: damaging earthquake that ruined Tripoli, killing 60 people",TODO: Secondary: al-Suyuti; al-Umari,AM; GC; SAL; SDM; GII,Historical,1,4
245,1399 Sep 18-19 (night),1399.00000000,-,Moderate,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C-N,Damascus,Damascus,36.29000000,33.51000000,0,1,"AM, GC: Slight event according to the contemporary writer Ibn-Hajar (February 18, 1372 – February 2, 1448)",Contemporary: Ibn Hajar,AM; GC; SDM;,Historical,1,1
246,1403 Dec 18,1403.00000000,-,High,F,2,Moderate,,NULL,NULL,NULL,NULL,NULL,N,Aleppo,Aleppo,37.15000000,36.21000000,0,0,MA: might be the foreshock of the 1404 Feb event,Near Contemporary: Ibn Hajar; al suyuti,AM; GC; SAL2; SDM;,Historical,1,2
247,1404 Feb 20,1404.00000000,-,High,FMA,4,Strong,,NULL,NULL,NULL,NULL,NULL,N,Aleppo,Aleppo,37.15000000,36.21000000,0,0,Supported by Contemporary and near contemporary Arab writers (AM; GC),TODO: Near Contemporary: Ibn Hajar; Ibn al- shifna,AM; GC; SAL; SDM;,Historical,3,4
248,1404 Nov 7,1404.20000000,-,High,MA,2,Moderate,,NULL,NULL,NULL,NULL,NULL,N,Aleppo,Aleppo,37.15000000,36.21000000,0,0,AM: ‘A strong earthquake felt in Aleppo and towns in the region’,TODO: Near Contemporary: Ibn Hajar; al-Suyutti,AM; GC; SDM;,Historical,1,1
249,1407 Apr  29,1407.00000000,-,High,C,4,Strong,,NULL,NULL,NULL,NULL,NULL,N,Antioch,Antakya,36.16000000,36.20000000,0,1,"A strong event, probably felt in Cyprus, damaged Antioch and resulted casualties (AM; GC)",TODO: Near Contemporary: Ibn Hajar; al-Suyuti; al umari; Cod.Par.Gr.1588 f.203v,AM; GC; SAL; SDM; GII,Historical,1,3
250,1408 Dec 29,1408.00000000,-,High,C,5,Strong-Major,M > 7.5 (MGS),7.50000000,NULL,NULL,NULL,NULL,N,Shughr-Bekas,Shughr-Bekas,36.28000000,35.85000000,1,1,The evidence of Ibn Hajar implies of ground breakage of nearly 20 km near Shughr (AM; GC). SAL2 also implies of associated tsunami; AAK and AMKA identified rupture in the Missayf segment,NULL,AM; GC; SAL; SAL2; AMJA; SDM; GII; MGS; AAK; AMKA,Historical & Paleoseimic/Archaeoseimic,8,4
253,1458 Nov 16,1458.00000000,-,High,S,4,Strong,6.5 (MIG); Me = 5.6 (GC); Mw = ~7 (KAD),6.50000000,NULL,NULL,NULL,NULL,S,Karak,Arava (A),35.26000000,30.70000000,0,1,Probably occurred in the Dead Sea area. Several contemporary writers (AM; GC and references therein). GC place the epicenter near Al-Karak (Jordan); KLA imply of the ruptures Arava fault,"Contemporary: Ibn Tagribirdi; al-Suyuti; 
Unknown; al-Ulaimi, 599-600; 415-418",AM; GC; KA; SAL; KAD; KLA,Historical,8,5
257,1484 Apr,1484.00000000,-,High,C,2,Moderate,,NULL,NULL,NULL,NULL,NULL,N,Aleppo,Aleppo,37.15000000,36.21000000,0,0,"Following al-Suyuti, six shocks struck aleppo but no report of damage (AM; GC)",Contemporary: al-Suyuti,AM; GC; SDM;,Historical,1,2
276,1546 Jan 14 (Afternoon),1546.00000000,-,Very High,MA,4,Strong,"M ~ 6 (Karcz 2004); 7 (TUAR); 6.1 (MIG); 7 (BM BM5, BM3);",6.50000000,NULL,NULL,NULL,NULL,C,Palestine,Palestine (A),35.20000000,32.39000000,1,1,"Moderate event affected central Palestine at the time. Occurred only 30 years after the ottoman conquest which probably affected the absence of Arabic sources mainly from Egypt and Syria (AM). The primary source is a venetian letter probably copied by the account published in Beinart (1955) resembles the venetian letter and might be merely a copy of it (SHAL; BRA). BM assign magnitude of 7.0 and epicentral intensity of X-XI b   apparently, it seems that the spread of damage and size of the earthquake was similar to that of the Jericho earthquake i.e., magnitude of 6 (AMKA). This is also attested by the silence of traveler’s narratives; had there been a larger event, it was surely recorded. HNA corelate an earthquake based on rupture in Qasr Tilah (but perhaps this is the 1834 earthquake).","Contemporary Sources: Anonymous 1546; mayer (1931)-the chronicle of Muhir al-din; Braslavski (1938) - manuscript of Sussman ben Rabbi Abraham Carit; Anonymous of Douai; Dominik de la Greche - Jerusalem view; Dominik de la Greche - the Church of the Holy Sepulchre; Voldrich 1563; Cohan (1982) - petition of the Franciscans of Mt. Zion; Castellani (1922) and Hussein et al. (1986) - documents of Custodia Terra santa; Heyd (1960) - Order for repair issued in Istanbul
Secondary sources: Beinart (1955); Braslavski (1939) - manuscript of Isaac Levi in 'OtNafshi'; Dositheos (1705); Papadopulos-Kermaus (1898); 
Undetermined: Razabi (1982) - Moshe Meali ode;",AM; KA; AM2; SAL; SAL2; AMKA; BM; SDM; SHAL; HNA,Historical & Paleoseimic/Archaeoseimic,23,4
278,1563 Sep 13 (dawn),1563.00000000,-,High,S,2,Moderate,,NULL,NULL,NULL,NULL,NULL,C-N,Damascus,Damascus,36.29000000,33.51000000,0,0,"The event was reported by Badr al Ghuzzi, probably an eye witness",Contemporary: Badr al Ghuzzi,AM; SAL; SDM;,Historical,1,3
279,1565 Jul 27,1565.00000000,-,High,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C-N,Damascus,Damascus,36.29000000,33.51000000,0,0,"The event was reported by Badr al Ghuzzi, probably an eye witness",Contemporary: Badr al Ghuzzi,AM; SDM;,Historical,1,1
281,1588 Jan 04 (13:00),1588.00000000,-,Moderate,S,5,Strong-Major,6.7 (MIG: Migowsky et al 2004),6.70000000,NULL,NULL,NULL,NULL,S,Eilat,Elat,34.95000000,29.55000000,0,1,AM: Destructive earthquake in northern Saudi Arabia and southern Palestine at the time. The event was felt also in Cairo and east of the DST (mostly by pilgrims to Mecca and Medina).,"Secondary: Al-Shadihli, 64; al-Ishaqi, 154; al-Ghuzzi",AM; KA; SAL; GII,Historical,5,3
282,1604 Mar 12,1604.00000000,-,High,S,2,Moderate,,NULL,NULL,NULL,NULL,NULL,C-N,"Beqaa, Damascus",Damascus,36.29000000,33.51000000,0,0,NULL,Contemporary: al Ghuzzi,AM; SDM;,Historical,2,2
284,1606 Oct 20,1606.00000000,-,High,C,2,Moderate,,NULL,NULL,NULL,NULL,NULL,C-N,Baalbeq,Baalbeq,36.20000000,34.00000000,0,1,Lasted for nearly 20 minutes. GII refer to 1608,Contemporary: al Ghuzzi,AM; SDM;,Historical,1,1
285,1610 Mar 7,1610.00000000,-,Moderate,S,2,Moderate,,NULL,NULL,NULL,NULL,NULL,N,Aleppo,Aleppo,37.15000000,36.21000000,0,0,NULL,Contemporary: al Ghuzzi,AM; SDM;,Historical,1,1
287,1618 Jul 8,1618.00000000,-,High,C,2,Moderate,,NULL,NULL,NULL,NULL,NULL,C-N,Damascus,Damascus,36.29000000,33.51000000,0,0,Lasted about 8 minutes,Contemporary: al Ghuzzi,AM; SDM;,Historical,1,1
288,1618 Aug,1618.20000000,-,High,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C-N,Damascus,Damascus,36.29000000,33.51000000,0,0,NULL,Contemporary: al Ghuzzi,AM; SDM,Historical,1,0
289,1626 Jan 21,1626.00000000,-,High,S,4,Strong,,NULL,NULL,NULL,NULL,NULL,C-N,Hamma,Hamma,36.75000000,35.13000000,0,0,"According to the sources, damage extended over a large area.",TODO: Contemporary:,AM; SAL; SDM;,Historical,4,3
290,1627 Nov 24,1627.00000000,-,High,C,2,Moderate,,NULL,NULL,NULL,NULL,NULL,C-N,Damascus,Damascus,36.29000000,33.51000000,0,0,Lasted about 20 minutes,Contemporary: al Ghuzzi,AM;,Historical,1,1
292,1643 Mar 23,1643.00000000,-,High,S,2,Moderate,"5.5 (Light damage, personal jujdement)",5.50000000,NULL,NULL,NULL,NULL,C,Jerusalem,Jerusalem,35.23371042,31.77430227,0,0,"Light event felt in Jerusalem, according to the contemporary source of Paisios, future bishop of Jerusalem (AM).","Contemporary: Paisios, 3.55, Letter dated a.M.(Byz.) 7152, 23, March",AM;,Historical,2,2
292,1643 Mar 23,1643.00000000,-,High,S,2,Moderate,"5.5 (Light damage, personal jujdement)",5.50000000,NULL,NULL,NULL,NULL,C,Jerusalem,Tiberias - Southern Gate,29.75160000,33.67970000,0,0,"Light event felt in Jerusalem, according to the contemporary source of Paisios, future bishop of Jerusalem (AM).","Contemporary: Paisios, 3.55, Letter dated a.M.(Byz.) 7152, 23, March",AM;,Historical,2,2
301,1705 Nov 23 (night),1705.00000000,-,High,MA,4,Strong,,NULL,NULL,NULL,NULL,NULL,C-N,Yabrud,Yabrud,36.66000000,33.96000000,0,0,NULL,Contemporary: al-Nablusi,AM; SDM; GMD,Historical,4,3
302,< 1706 Dec,1706.00000000,-,High,S,4,Strong,,NULL,NULL,NULL,NULL,NULL,C-N,Tripoli,Tripoli,35.83000000,34.43000000,0,0,NULL,TODO,AM;,Historical,1,3
303,1712 Dec 28,1712.00000000,-,High,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C-N,Damascus,Damascus,36.29000000,33.51000000,0,0,"According to al-Nablusi, contemporary",Contemporary: al-Nablusi,AM; SDM;,Historical,1,3
304,1715,1715.00000000,1,Moderate,S,4,Strong,,NULL,NULL,NULL,NULL,NULL,C-N,Baalbek,Baalbeq,36.20000000,34.00000000,0,0,NULL,TODO,AM;,Historical,1,3
306,1722-1723,1722.00000000,1,Moderate,S,4,Strong,,NULL,NULL,NULL,NULL,NULL,N,Aleppo,Aleppo,37.15000000,36.21000000,0,0,NULL,Near Contemporary: al-Ghazzi,AM; SAL; SDM;,Historical,1,4
316,1753 Dec 16,1753.00000000,-,Moderate,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C,Jerusalem,Jerusalem,35.23371042,31.77430227,0,1,"Light event felt in Jerusalem. The source of al-Budayyri AM is based upon needs further verification. However, he also bases on Tobler is known for its reliability and thus the event had attributed with moderate reliability","Secondary sources: al-Budayyri, 180; Tobler 1856, 134",AM; GII,Historical,3,2
316,1753 Dec 16,1753.00000000,-,Moderate,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C,Jerusalem,Tiberias - Southern Gate,29.75160000,33.67970000,0,1,"Light event felt in Jerusalem. The source of al-Budayyri AM is based upon needs further verification. However, he also bases on Tobler is known for its reliability and thus the event had attributed with moderate reliability","Secondary sources: al-Budayyri, 180; Tobler 1856, 134",AM; GII,Historical,3,2
317,1759 Jun 10,1759.00000000,-,High,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,N,Aleppo,Aleppo,37.15000000,36.21000000,0,1,NULL,TODO; Russell 1760,AM; KA; SDM; GII,Historical,1,1
318,1759 Oct 30 ( 03:45),1759.20000000,-,Very High,F/S,4,Strong,"Ms ~ 6.6 (Ambraseys & Barazangi, 1989); 6.5 (BM: Ben-Menahem 1991)",6.50000000,NULL,NULL,NULL,NULL,C-N,Safed,Safed,35.48000000,32.96000000,1,1,Strong shock in northern Israel-South Lebanon in the area confined with Safed-Tiberias-Benot Ya’akov bridge and Quneitra. AM: Probably a foreshock of the Nov 25 event. DAKL2 claim that this is not a foreshock but rather a separate event acting on the Rachaya segment,TODO,AM; KA; SAL; SAL2; AMBR; TMK; MAR2; SDM; EMARB; DAKL; DAKL2,Historical,27,5
319,1759 Nov 25 ( 19:23),1759.30000000,-,Very High,FMA,6,Major,"7.4 (MIG: Migowsky et al 2004); MS ~ 7.4 (Ambraseys & Barazangi, 1989);   Ms = 7.4 (Ambraseys & Jackson, 1998; Wells & Coppersmith, 1994); 7 ? M ? 7.2 (Gomez et al., 2003); 7.4 (BM: Ben-Menahem 1991); M = 7.4 (MGS)",7.30000000,NULL,NULL,NULL,NULL,C-N,Litany,Litani river (A),35.35000000,33.32000000,1,0,"A most destructive earthquake, many reporting sources. Possible epicentral area along the Litany river (AM). Had generated landslides, changes in water course and ground breakage. Many reporting sources",TODO,AM; SAL; SAL2; AMBR; AMJA; TMK; SDM; DAKL; ODON; KA; AMBR; MAR2; EMARB; DAKL; DAKL2; GOM; MGS,Historical,80,5
320,1760 Oct 13,1760.00000000,-,Moderate,MA,2,Moderate,,NULL,NULL,NULL,NULL,NULL,N,Aintab,Gaziantep/Aintab,37.11000000,37.33000000,0,0,NULL,TODO: al-Umari,AM; SDM;,Historical,4,2
325,1778 May 5,1778.00000000,-,High,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,N,Aleppo,Aleppo,37.15000000,36.21000000,0,0,NULL,"TODO: PGF 1778 8.10, 9, 11",AM; SDM;,Historical,1,1
326,1779 Jun 8,1779.00000000,-,High,FM,2,Moderate,,NULL,NULL,NULL,NULL,NULL,N,Aleppo,Aleppo,37.15000000,36.21000000,0,0,NULL,TODO: BRG MS; Evans 1784,AM; SDM;,Historical,1,2
327,1783 Jul 20,1783.00000000,-,High,C,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C-N,Tripoli,Tripoli,35.83000000,34.43000000,0,0,"AM: felt earthquake in the region of Tripoli, Lebanon and also report of damage from rock fall near Nablus, not necessarily from and due to an earthquake",TODO,AM; SDM;,Historical,2,2
328,1783 Dec 14,1783.20000000,-,High,S,2,Moderate,,NULL,NULL,NULL,NULL,NULL,N,Aleppo,Aleppo,37.15000000,36.21000000,0,0,"A strong shock was felt in Aleppo (AM following Volney 1787, i. 305;Guys 1822, 302; BV MS no. S. 66d. 40).","Volney 1787, i. 305;Guys 1822, 302; BV MS no. S. 66d. 40",AM; SDM;,Historical,1,2
329,1785,1785.00000000,-,Moderate,S,3,Moderate-Strong,NULL,NULL,NULL,NULL,NULL,NULL,N,Latakia,Latakia,35.77000000,35.51000000,0,0,"Browne reports of the earthquake occurred in Latakia in 1796 but adds that: """"but not so violently as that which happened In the year 1785  in which many persons perished and which was succeeded by a plaugue that almost depopulated the place"""". No other earthquake report at that year was reported. SDM, place two events in Dec 4th 1783 in Allepo (based on SI) and Dec 14th in Allepo and Tripoli (based on SI and PLKO). The later is also cited in AM. PCK cite an earthquake in Patara, Greece in 1785. Yet, the distance between Ltakia and Patara imply that these are separate earthquakes.","Browne 1806, pp. 429-430",NULL,Historical,1,4
330,1795 Dec (14:10),1795.00000000,-,Moderate,U,2,Moderate,,NULL,NULL,NULL,NULL,NULL,N,Aleppo,Aleppo,37.15000000,36.21000000,0,0,NULL,"Contemporary/Scientific; Olivier 1801, 3. 471-472",AM; SAL; SDM;,Historical,1,2
331,1796 Apr 26 (09:05),1796.00000000,-,High,MA,4,Strong,,NULL,NULL,NULL,NULL,NULL,N,Latakia,Latakia,35.77000000,35.51000000,0,1,destructive event at the north section of the DST along the coast of Lebanon,TODO,AM; SAL; AMJA; SDM; GII,Historical,8,4
334,1811,1811.00000000,1,High,C,1,Light,,4.50000000,NULL,NULL,NULL,NULL,N,Latakia,Latakia,35.77000000,35.51000000,0,0,NULL,Contemporary/Scientific: Guys 1822,AM;,Historical,1,1
336,1815 Apr 1,1815.00000000,-,High,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C-N,Sidon,Sidon,35.37000000,33.56000000,0,0,NULL,TODO,AM;,Historical,1,1
337,1817 Mar,1817.00000000,-,High,S,2,Moderate,"5.5 (Light damage, personal jujdement)",5.50000000,NULL,NULL,NULL,NULL,C,Jerusalem,Jerusalem,35.23371042,31.77430227,0,0,AM: Some damage in Jerusalem (a Greek and an Armenian Church were damaged and part of the St. Sepulchre),TODO,AM;,Historical,2,3
337,1817 Mar,1817.00000000,-,High,S,2,Moderate,"5.5 (Light damage, personal jujdement)",5.50000000,NULL,NULL,NULL,NULL,C,Jerusalem,Tiberias - Southern Gate,29.75160000,33.67970000,0,0,AM: Some damage in Jerusalem (a Greek and an Armenian Church were damaged and part of the St. Sepulchre),TODO,AM;,Historical,2,3
338,1819 Feb,1819.00000000,-,Moderate,S,4,Strong,,NULL,NULL,NULL,NULL,NULL,C-N,Syria,Syria (A),37.03000000,34.93000000,0,0,NULL,TODO: ACP xii. 426,AM; SDM;,Historical,1,0
355,1830 Dec 21,1830.00000000,-,High,C,2,Moderate,,NULL,NULL,NULL,NULL,NULL,N,Aleppo,Aleppo,37.15000000,36.21000000,0,0,NULL,TODO,AM;,Historical,1,2
356,1831 Feb 22,1831.00000000,-,High,S,4,Strong,,NULL,NULL,NULL,NULL,NULL,N,Aleppo,Aleppo,37.15000000,36.21000000,0,0,NULL,TODO,AM;,Historical,6,4
357,1834 May 26 (13:00),1834.00000000,-,Very High,S,4,Strong,6.4 (MIG); 6.3 (BM),6.30000000,NULL,NULL,NULL,NULL,C,Palestine,Palestine (A),35.20000000,32.39000000,0,1,"Occurred during the Fellahin siege of Jerusalem (AM). The main source is Neofitus, a contemporary monk form Marsaba who witnessed the event and described in detail the earthquake and its effects (Spyridon, 1938). HNA corelate an earthquake based on rupture in Qasr Tilah (but perhaps this is the 1546 earthquake)","Neofitus (Spyridon, 1938)",AM; SAL; GII; KEN; AMM; HNA,Historical & Paleoseimic/Archaeoseimic,22,4
359,1837 Jan 01  (16:35),1837.00000000,-,Very High,MA,5,Strong-Major,"7.4 (MIG: Migowsky et al 2004); M > 7 (Ambraseys, 1997); MS = 7.4 (Wells & Coppersmith, 1994); Ms 7.1 (Nemer and Meghraoui 2006, after Ambraseys 1997); 6.7 (BM: Ben-Menahem 1991)",7.10000000,NULL,NULL,NULL,NULL,C-N,"Palestine, Syria",Lebanon (A),35.87000000,33.84000000,0,1,"Damaging event in southern Lebanon and northern Palestine at the time. The earthquake was felt also in central Israel and Nile Delta, Egypt. Contemporary reporting sources of survivors and aid delegations (e.g., Calman, 1837; Thomson, 1837; Ya'ari, 1943)",TODO,AM; SAL; AM3; NEM; AMJA; SDM; ODON; GII,Historical,140,5
