Order_Date,Full_Date,Numeric_Date,Event_Type,Event_Mag,Rel,SITE_NAME,POINT_X,POINT_Y,Damage,Damage_Val,Causalties_Val,EMS98_Value,EMS98_Num,MSK_Value,MSK_Num,Other_Intensity,Total_Bld,Damaged_Bld,Total_Pop,Casualties,Injuries,Description
148,1068 Mar 18,1068.00000000,MA,7.30000000,Hr,Tabuk,36.58000000,28.38000000,0,None,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,effects: water springs at al-Qur
148,1068 Mar 18,1068.00000000,MA,7.30000000,Hr,Tayma,36.75000000,32.84000000,0,None,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,effects: water springs
148,1068 Mar 18,1068.00000000,MA,7.30000000,Hr,Tayma,36.75000000,32.84000000,0,None,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,effects: water springs
148,1068 Mar 18,1068.00000000,MA,7.30000000,Vr,Wadi al-Qura (A),39.45000000,25.21000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
148,1068 Mar 18,1068.00000000,MA,7.30000000,Hr,Khaybar,39.29000000,25.69000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
148,1068 Mar 18,1068.00000000,MA,7.30000000,Hr,Al-Marwa,39.72000000,23.42000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
148,1068 Mar 18,1068.00000000,MA,7.30000000,Hr,Medina,39.59000000,24.46000000,3,Moderate,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
148,1068 Mar 18,1068.00000000,MA,7.30000000,Hr,Wadi al-Safra (A),39.10000000,24.01000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
148,1068 Mar 18,1068.00000000,MA,7.30000000,Hr,Badr,38.82000000,23.73000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
148,1068 Mar 18,1068.00000000,MA,7.30000000,Hr,Yanbu,38.00000000,24.09000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
148,1068 Mar 18,1068.00000000,MA,7.30000000,Hr,St. Catherine,33.97000000,28.55000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
148,1068 Mar 18,1068.00000000,MA,7.30000000,Hr,Tennis,32.30000000,31.17000000,2,Light,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,effects: water springs
148,1068 Mar 18,1068.00000000,MA,7.30000000,Hr,Cairo,31.20000000,30.04000000,2,Light,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
148,1068 Mar 18,1068.00000000,MA,7.30000000,Hr,Egypt (A),31.49000000,28.61000000,0,None,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,effects: water springs
148,1068 Mar 18,1068.00000000,MA,7.30000000,Hr,Palestine (A),35.20000000,32.39000000,0,None,Many casualties,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,effects: water springs
148,1068 Mar 18,1068.00000000,MA,7.30000000,Hr,Palestine (A),35.20000000,32.39000000,0,None,Many casualties,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,effects: sea waves
148,1068 Mar 18,1068.00000000,MA,7.30000000,Hr,Al-Rahba,35.72000000,31.35000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,effects: water springs
148,1068 Mar 18,1068.00000000,MA,7.30000000,Hr,Deir Kifa,35.40000000,33.27000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
148,1068 Mar 18,1068.00000000,MA,7.30000000,Pr,Amman,35.91000000,31.96000000,2,Light,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,damage: Citadel of Amman (Archaeoseimic Remain)
148,1068 Mar 18,1068.00000000,MA,7.30000000,Mr,Bagdad,44.42000000,33.32000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
149,1068 May 29,1068.20000000,S,6.00000000,Mr,Ramla,34.87000000,31.92000000,4,Heavy,Many casualties,U,-1.00000000,U,-1.00000000,X (MCS) (GC),NULL,NULL,NULL,NULL,NULL,15000 (?) casualties (AM) - seems to be exagareted
149,1068 May 29,1068.20000000,S,6.00000000,Pr,Tiberias - Southern Gate,29.75160000,33.67970000,2,Light,U,U,-1.00000000,U,-1.00000000,VII (MCS) (GC),NULL,NULL,NULL,NULL,NULL,damage: Dome of the rock
149,1068 May 29,1068.20000000,S,6.00000000,Pr,Jerusalem,35.23371042,31.77430227,2,Light,U,U,-1.00000000,U,-1.00000000,VII (MCS) (GC),NULL,NULL,NULL,NULL,NULL,damage: Dome of the rock
149,1068 May 29,1068.20000000,S,6.00000000,Pr,Baniyas [IL],35.61000000,33.24000000,3,Moderate,Many casualties,U,-1.00000000,U,-1.00000000,IX (MCS) (GC),NULL,NULL,NULL,NULL,NULL,100 casualties (AM)
150,1070 Feb 25,1070.00000000,U,NULL,U,Unspecified,35.92000000,33.29000000,0,None,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,Probably False event
151,1086 Apr 18 – 1087 Apr 07,1086.00000000,U,NULL,Dr,Egypt (A),31.49000000,28.61000000,0,None,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
151,1086 Apr 18 – 1087 Apr 07,1086.00000000,U,NULL,Mr,Antakya,36.16000000,36.20000000,3,Moderate,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,The report of near contemporary Michael the Syrian
151,1086 Apr 18 – 1087 Apr 07,1086.00000000,U,NULL,Pr,Aleppo,37.15000000,36.21000000,0,None,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
151,1086 Apr 18 – 1087 Apr 07,1086.00000000,U,NULL,Pr,Syria (A),37.03000000,34.93000000,3,Moderate,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
152,1091 Feb 12,1091.00000000,C,NULL,Pr,St. Catherine,33.97000000,28.55000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
153,1091 Sep 26,1091.20000000,MA,NULL,Hr,Antakya,36.16000000,36.20000000,3,Moderate,"Few casualties

",U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,"Many houses and the Church of Our Lady collapsed, but there is no evidence that the shock caused great loss of life. A part of the rampart and 70 or 90 of its outer towers were ruined. The worst damage was to the northwest section of the city walls in the plain between the Gate of the Sea (Bab al-Bahr) and the Gate of Persia (Bab-Faris), which lost 32 towers.
As a result of the earthquake the River Orontes (al-Asi) changed its course, and flowed into the centre of the city, which added to the damage. This was probably due to landslides triggered by the shock upstream of Antioch."
154,1094 Apr 20 - Jun 17,1094.00000000,MA,NULL,Mr,Syria (A),37.03000000,34.93000000,1,Felt,No casualties,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
155,1097 Oct 13,1097.00000000,S,4.50000000,Mr,Antakya,36.16000000,36.20000000,0,None,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,"No location is given, but the evidence of chronicle entries before and after suggests that the chronicler was based in Antioch."
156,1097 Dec 30,1097.20000000,S,NULL,Mr,Antakya,36.16000000,36.20000000,2,Light,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
156,1097 Dec 30,1097.20000000,S,NULL,Hr,Antakya,36.16000000,36.20000000,0,None,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
157,1098 Oct 5,1098.00000000,S,NULL,Mr,Antakya,36.16000000,36.20000000,0,None,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
159,1105 Dec 24 (evening),1105.00000000,S,NULL,Vr,Tiberias - Southern Gate,29.75160000,33.67970000,1,Felt,No casualties,U,-1.00000000,U,-1.00000000,VI-VII (MCS) (GC),NULL,NULL,NULL,NULL,NULL,NULL
159,1105 Dec 24 (evening),1105.00000000,S,NULL,Vr,Jerusalem,35.23371042,31.77430227,1,Felt,No casualties,U,-1.00000000,U,-1.00000000,VI-VII (MCS) (GC),NULL,NULL,NULL,NULL,NULL,NULL
160,1108 Sep,1108.00000000,S,NULL,Mr,Syria (A),37.03000000,34.93000000,3,Moderate,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,"A violent earthquake caused ‘many important places’ to collapse. The location is not known, but it may well have been Syria. The source is the near contemporary Michael the Syrian"
161,1113 Jul 18,1113.00000000,MA,NULL,Hr,Tiberias - Southern Gate,29.75160000,33.67970000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
161,1113 Jul 18,1113.00000000,MA,NULL,Hr,Jerusalem,35.23371042,31.77430227,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
162,1114 Apr-May,1114.00000000,C,NULL,Pr,Tiberias - Southern Gate,29.75160000,33.67970000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
162,1114 Apr-May,1114.00000000,C,NULL,Pr,Jerusalem,35.23371042,31.77430227,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
162,1114 Apr-May,1114.00000000,C,NULL,Pr,Galilee (A),35.45000000,32.91000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
163,1114 Aug 10,1114.20000000,F,4.50000000,Mr,Alexandreta,36.17000000,36.58000000,3,Moderate,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
163,1114 Aug 10,1114.20000000,F,4.50000000,Mr,Antakya,36.16000000,36.20000000,2,Light,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
164,1114 Nov 13,1114.30000000,F,4.50000000,Mr,Antakya,36.16000000,36.20000000,3,Moderate,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
165,1114 Nov 29,1114.40000000,FM,NULL,Hr,Antakya,36.16000000,36.20000000,3,Moderate,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
165,1114 Nov 29,1114.40000000,FM,NULL,Hr,Aleppo,37.15000000,36.21000000,2,Light,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
166,1115 Dec 25,1115.00000000,U,NULL,Dr,Unspecified,35.92000000,33.29000000,0,None,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
167,1117 Jun 26,1117.00000000,S,5.50000000,Hr,Tiberias - Southern Gate,29.75160000,33.67970000,3,Moderate,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
167,1117 Jun 26,1117.00000000,S,5.50000000,Hr,Jerusalem,35.23371042,31.77430227,3,Moderate,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
168,1119,1119.00000000,S,NULL,Pr,Hebron,35.09000000,31.51000000,2,Light,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
173,1138 Oct 11,1138.00000000,MA,NULL,Hr,Jenin,35.29000000,32.45000000,4,Heavy,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
173,1138 Oct 11,1138.00000000,MA,NULL,Hr,Harim,36.51000000,36.20000000,4,Heavy,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
173,1138 Oct 11,1138.00000000,MA,NULL,Hr,Zaradna,36.75000000,36.05000000,4,Heavy,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
173,1138 Oct 11,1138.00000000,MA,NULL,Pr,Shih (U),33.65082151,33.05128774,4,Heavy,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
173,1138 Oct 11,1138.00000000,MA,NULL,Hr,Aleppo,37.15000000,36.21000000,3,Moderate,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
173,1138 Oct 11,1138.00000000,MA,NULL,Mr,Azrab,36.81000000,36.71000000,4,Heavy,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
173,1138 Oct 11,1138.00000000,MA,NULL,Mr,Bizza'ah,37.57000000,36.37000000,3,Moderate,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
173,1138 Oct 11,1138.00000000,MA,NULL,Mr,Tel Khalid,37.63000000,36.77000000,2,Light,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
173,1138 Oct 11,1138.00000000,MA,NULL,Hr,Damascus,36.29000000,33.51000000,1,Felt,No casualties,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
173,1138 Oct 11,1138.00000000,MA,NULL,Pr,Al-Raqqa,39.01000000,35.95000000,0,None,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
174,1139 Jun 21,1139.00000000,MA,NULL,Mr,Damascus,36.29000000,33.51000000,2,Light,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,"The report of Ibn al-Qalanisi does not mention damage. However he reports of 'dreadful earthquake' that is, al least minor damage might have occurred"
175,c.1150,1150.00000000,S,NULL,Pr,Deir Mar-Elias [IL],35.20000000,31.71000000,3,Moderate,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
175,c.1150,1150.00000000,S,NULL,Pr,St. John,35.51000000,31.08000000,3,Moderate,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
175,c.1150,1150.00000000,S,NULL,Mr,Tel Deir Alla,35.60000000,32.10000000,3,Moderate,U,8,8.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,FR relates this damage to c. 1150. The reliability is Moderate since they consider earthquake-induced damage in archaeological sites only if it is attested by a minimum of two sufficiently distant sites and sites with evidence for surface rupture.
175,c.1150,1150.00000000,S,NULL,Mr,Tel Al’ Umayri,35.88860943,31.86851419,3,Moderate,U,8,8.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,FR relates this damage to c. 1150. The reliability is Moderate since they consider earthquake-induced damage in archaeological sites only if it is attested by a minimum of two sufficiently distant sites and sites with evidence for surface rupture.
175,c.1150,1150.00000000,S,NULL,Mr,Tel el-Saiidiyeh,35.57000000,32.31000000,3,Moderate,U,8,8.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,FR relates this damage to c. 1150. The reliability is Moderate since they consider earthquake-induced damage in archaeological sites only if it is attested by a minimum of two sufficiently distant sites and sites with evidence for surface rupture.
176,1151 Sep 27,1151.00000000,C,NULL,Hr,Hauran,36.49000000,32.75000000,2,Light,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
176,1151 Sep 27,1151.00000000,C,NULL,Hr,Busra,36.48000000,32.51000000,3,Moderate,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
176,1151 Sep 27,1151.00000000,C,NULL,Pr,Damascus,36.29000000,33.51000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
177,1152 Feb 3 (before dawn),1152.00000000,C,NULL,Hr,Damascus,36.29000000,33.51000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
179,1156 Sep 27,1156.00000000,F,NULL,Hr,Damascus,36.29000000,33.51000000,2,Light,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
180,1156 Oct 10  (night),1156.20000000,F,NULL,Hr,Damascus,36.29000000,33.51000000,2,Light,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
181,1156 Oct 13 (morning),1156.30000000,FMA,NULL,Hr,Aleppo,37.15000000,36.21000000,3,Moderate,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
181,1156 Oct 13 (morning),1156.30000000,FMA,NULL,Hr,Hamma,36.75000000,35.13000000,3,Moderate,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
181,1156 Oct 13 (morning),1156.30000000,FMA,NULL,Hr,Apamea,36.39000000,35.41000000,3,Moderate,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
181,1156 Oct 13 (morning),1156.30000000,FMA,NULL,Hr,Damascus,36.29000000,33.51000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
182,1156 Oct 17,1156.40000000,A,NULL,Hr,Damascus,36.29000000,33.51000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
183,1156 Oct 18,1156.50000000,A,NULL,Hr,Damascus,36.29000000,33.51000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
184,1156 Oct 20,1156.60000000,A,NULL,Hr,Damascus,36.29000000,33.51000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
185,1156 Oct 31 (night),1156.70000000,A,NULL,Hr,Damascus,36.29000000,33.51000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
186,1156 Nov 1 (early hours),1156.80000000,A,4.50000000,Hr,Damascus,36.29000000,33.51000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
187,1156 Nov 2,1156.90000000,A,4.50000000,Hr,Damascus,36.29000000,33.51000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
188,1156 Nov 7 (night),1156.92000000,A,NULL,Hr,Damascus,36.29000000,33.51000000,2,Light,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
189,1156 Nov 18,1156.93000000,A,NULL,Hr,Damascus,36.29000000,33.51000000,2,Light,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
190,1156 Nov 23 (midday),1156.94000000,A,4.50000000,Hr,Damascus,36.29000000,33.51000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191,1156 Dec 8,1156.95000000,C,NULL,Hr,Aleppo,37.15000000,36.21000000,4,Heavy,Many casualties,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191,1156 Dec 8,1156.95000000,C,NULL,Mr,Hamma,36.75000000,35.13000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191,1156 Dec 8,1156.95000000,C,NULL,Mr,Kafr Tab,36.58000000,35.51000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191,1156 Dec 8,1156.95000000,C,NULL,Pr,Damascus,36.29000000,33.51000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
192,1157 Apr 2 (after sunrize),1157.00000000,MA,NULL,Pr,Hamma,36.75000000,35.13000000,2,Light,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
192,1157 Apr 2 (after sunrize),1157.00000000,MA,NULL,Mr,Damascus,36.29000000,33.51000000,2,Light,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
192,1157 Apr 2 (after sunrize),1157.00000000,MA,NULL,Mr,Aleppo,37.15000000,36.21000000,0,None,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
192,1157 Apr 2 (after sunrize),1157.00000000,MA,NULL,Mr,Shaizar,36.56000000,35.25000000,0,None,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
192,1157 Apr 2 (after sunrize),1157.00000000,MA,NULL,Mr,Kafr Tab,36.58000000,35.51000000,0,None,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
192,1157 Apr 2 (after sunrize),1157.00000000,MA,NULL,Mr,Apamea,36.39000000,35.41000000,3,Moderate,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
193,1157 Apr 3,1157.20000000,A,4.50000000,Hr,Damascus,36.29000000,33.51000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
194,1157 Apr 4,1157.30000000,A,4.50000000,Hr,Damascus,36.29000000,33.51000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
195,1157 Jul 1,1157.40000000,F,NULL,Hr,Damascus,36.29000000,33.51000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
196,1157 Jul 5,1157.50000000,FM,NULL,Hr,Damascus,36.29000000,33.51000000,2,Light,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
196,1157 Jul 5,1157.50000000,FM,NULL,Pr,Homs,36.71000000,34.73000000,0,None,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
196,1157 Jul 5,1157.50000000,FM,NULL,Pr,Apamea,36.39000000,35.41000000,0,None,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
196,1157 Jul 5,1157.50000000,FM,NULL,Pr,Hamma,36.75000000,35.13000000,0,None,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
196,1157 Jul 5,1157.50000000,FM,NULL,Pr,Aleppo,37.15000000,36.21000000,0,None,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
197,1157 Jul 13,1157.60000000,MA,NULL,Hr,Homs,36.71000000,34.73000000,4,Heavy,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
197,1157 Jul 13,1157.60000000,MA,NULL,Hr,Hamma,36.75000000,35.13000000,4,Heavy,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
197,1157 Jul 13,1157.60000000,MA,NULL,Hr,Shaizar,36.56000000,35.25000000,4,Heavy,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
197,1157 Jul 13,1157.60000000,MA,NULL,Hr,Kafr Tab,36.58000000,35.51000000,4,Heavy,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
197,1157 Jul 13,1157.60000000,MA,NULL,Hr,Apamea,36.39000000,35.41000000,3,Moderate,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
197,1157 Jul 13,1157.60000000,MA,NULL,Hr,Aleppo,37.15000000,36.21000000,2,Light,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
197,1157 Jul 13,1157.60000000,MA,NULL,Hr,Damascus,36.29000000,33.51000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
197,1157 Jul 13,1157.60000000,MA,NULL,Pr,Tayma,36.75000000,32.84000000,1,Felt,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
198,1157 Aug 12 (night),1157.70000000,FMA,7.20000000,Vr,Shaizar,36.56000000,35.25000000,4,Heavy,Many casualties,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,"damage: Castle, Citadel, Shalimar"
198,1157 Aug 12 (night),1157.70000000,FMA,7.20000000,Vr,Kafr Tab,36.58000000,35.51000000,4,Heavy,Many casualties,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
198,1157 Aug 12 (night),1157.70000000,FMA,7.20000000,Vr,Apamea,36.39000000,35.41000000,4,Heavy,Many casualties,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,"damage: Citadel, Castle"
198,1157 Aug 12 (night),1157.70000000,FMA,7.20000000,Vr,Hamma,36.75000000,35.13000000,5,Severe,Many casualties,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,"damage: citadel, Hasanain mosque"
198,1157 Aug 12 (night),1157.70000000,FMA,7.20000000,Pr,Massyaf,36.33000000,35.06000000,4,Heavy,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
198,1157 Aug 12 (night),1157.70000000,FMA,7.20000000,Hr,Barin,36.41000000,34.93000000,4,Heavy,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,damage: Castle
198,1157 Aug 12 (night),1157.70000000,FMA,7.20000000,Hr,Shumaimis (U),33.65082151,33.05128774,4,Heavy,"Few casualties

",U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,damge: Citadel
198,1157 Aug 12 (night),1157.70000000,FMA,7.20000000,Hr,Hish Al-Akrad,36.28000000,34.75000000,4,Heavy,"Few casualties

",U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,damage: Castle
198,1157 Aug 12 (night),1157.70000000,FMA,7.20000000,Mr,Arqa,36.03000000,34.51000000,4,Heavy,Many casualties,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
198,1157 Aug 12 (night),1157.70000000,FMA,7.20000000,Mr,Tripoli,35.83000000,34.43000000,4,Heavy,Many casualties,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
198,1157 Aug 12 (night),1157.70000000,FMA,7.20000000,Hr,Homs,36.71000000,34.73000000,4,Heavy,"Few casualties

",U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,damage: Citadel
198,1157 Aug 12 (night),1157.70000000,FMA,7.20000000,Pr,Adad al-Arab (U),35.71000000,33.78000000,0,None,U,U,-1.00000000,U,-1.00000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
